name,followers,following,posts,bio_length,has_profile_picture,has_external_link,is_verified,engagement_rate,suspicious_activity,post_frequency,account_age_days,account_type
George Davis,43451,882,211,30,True,False,False,0.08618243261660063,False,occasional,616,real
David Wilson,72603,612,476,39,True,True,False,0.01965980959199482,False,occasional,645,real
Jack Taylor54,40022,769,282,144,True,False,False,0.06481564096789316,False,regular,1053,real
TechGadgetsStore4,3437,3105,44,48,False,False,False,0.017356887758361424,True,irregular,181,fake
NikeStore2,297,3226,7,18,False,True,False,0.018783105993190784,True,very_low,292,fake
Bob Moore,75023,850,431,23,True,False,False,0.03831256709320223,True,occasional,131,real
Ivy Smith,34505,210,126,84,True,False,False,0.09314984132161565,False,regular,1025,real
Michael Davis2004,469,3265,2,13,True,False,False,0.010008436871993771,True,irregular,330,fake
Fan311Online,3279,3777,19,42,False,False,False,0.004891165495072141,False,very_low,360,fake
Eve Smith,20197,753,150,27,True,False,False,0.08339285975142663,False,occasional,1783,real
Ivy Anderson,99086,223,202,112,True,False,False,0.04739217170666881,False,occasional,345,real
Fiona Jones,60398,176,371,44,True,False,False,0.09742767664232808,False,occasional,1134,real
David Wilson,82897,759,124,28,True,False,False,0.05905215210484058,False,occasional,1043,real
Alice Jones15,64881,491,263,146,True,False,False,0.08998190073534809,False,occasional,1369,real
Bob Jones26,13032,719,307,87,True,False,False,0.041958002807481284,False,occasional,461,real
0tecsup8gaum0g2,3349,2651,0,27,True,True,False,0.012517273662410996,False,spammy,21,fake
George Brown36,86687,12,73,148,True,False,False,0.03848463042057536,False,regular,1109,real
Eve Miller,1724,435,91,74,True,False,False,0.03618056515271355,False,regular,285,real
Jack Smith,74953,308,363,148,True,False,False,0.017743825186864008,False,regular,145,real
Fiona Taylor99,47990,215,397,33,True,False,False,0.08020171831826048,False,occasional,129,real
Hannah Davis13,81666,811,372,118,True,True,False,0.03244986273507334,True,consistent,418,real
Alice Taylor42,79988,570,303,135,True,True,False,0.07392450104508749,False,regular,319,real
David Jones,79021,905,163,120,True,True,False,0.08609574361538766,False,consistent,134,real
Jack Smith8,57033,578,269,144,True,True,False,0.010390240034814901,False,regular,1399,real
Alice Davis7,87622,305,212,74,True,False,False,0.06559650599249928,False,occasional,665,real
George Williams65,39842,88,445,36,True,False,False,0.03405306007314781,False,occasional,719,real
David Williams,57581,929,125,104,True,False,False,0.0341745376673566,False,regular,1729,real
Ivy Davis51,1975,939,231,120,True,False,False,0.060553158543762114,True,regular,1801,real
Bob Smith,62912,638,70,98,True,True,False,0.014201126904261334,False,consistent,308,real
Mary Brown2005,1749,3675,33,5,False,False,False,0.012968831485528815,False,spammy,195,fake
Fiona Davis5,50836,532,116,32,True,False,False,0.08599392314195961,False,regular,1152,real
Member276Spam,4193,3442,36,32,False,False,False,0.007563709351177803,False,irregular,137,fake
Michael Davis1989,4991,3697,5,26,False,True,False,0.0028783197678816696,True,spammy,256,fake
Hannah Anderson,4069,812,447,67,True,False,False,0.05659578789422921,False,occasional,1544,real
Michael Davis1985,2875,4353,6,38,False,False,False,0.009147299711879657,True,very_low,115,fake
Bob Smith,32655,596,154,94,True,True,False,0.02939918722400968,False,occasional,1209,real
David Moore,53630,708,444,82,True,False,False,0.09654829673346478,False,regular,1372,real
Account391Spam,4421,2980,32,11,False,False,False,0.004712825697661891,True,irregular,42,fake
Follower777Bot,969,3213,32,40,False,False,False,0.008597710214693079,True,irregular,345,fake
Jack Anderson,98400,659,356,121,True,True,False,0.07263480449188683,False,regular,871,real
David Davis66,22602,92,495,77,True,False,False,0.06586344512922368,False,regular,1034,real
Fiona Taylor,90548,820,327,124,True,False,False,0.013623650777189952,False,consistent,1035,real
Eve Brown,42465,934,435,26,True,False,False,0.051473679079571184,False,regular,1262,real
Fiona Wilson,7168,706,325,63,True,False,False,0.031163953280648825,False,regular,1008,real
Mary Brown2005,1841,801,14,24,True,False,False,0.00011219414899020119,False,spammy,17,fake
wk91jcahyuc0a,997,2009,20,50,False,True,False,0.0064962711054847785,True,irregular,114,fake
Ivy Miller,51011,407,348,72,True,False,False,0.0456128105438319,False,occasional,170,real
Jack Brown,43151,643,146,145,True,True,False,0.012781273425026014,False,regular,1047,real
George Taylor,38858,789,316,54,True,False,False,0.08510829760197784,False,regular,1183,real
Charlie Jones,54555,277,36,86,True,False,False,0.07681195356258293,True,consistent,346,real
e1ntlthywmyezl0,294,3425,2,22,False,True,False,0.011177216455475791,False,irregular,249,fake
TechGadgetsOfficial1,3333,1637,32,3,False,True,False,0.00915444020564359,True,spammy,328,fake
Jack Miller62,98567,679,67,64,True,True,False,0.04678136584244514,False,regular,1162,real
David Wilson78,52257,231,97,51,True,False,False,0.039196118888530904,False,occasional,1546,real
Follower834Bot,586,1394,47,19,False,True,False,9.489172175396021e-05,True,very_low,82,fake
AdidasOnline4,2125,2828,0,18,True,False,False,0.004704004207860268,False,irregular,21,fake
NikeStore4,3379,3248,9,24,True,False,False,0.013920104004810228,False,spammy,221,fake
Fiona Williams,13174,541,185,88,True,True,False,0.05436882272274606,True,regular,1485,real
b8z90x_g,2025,1376,37,15,True,True,False,0.004416269695078803,True,irregular,172,fake
AmazonDealsShop3,475,4113,6,30,False,False,False,0.000477092281088225,True,irregular,164,fake
Eve Miller,16232,426,369,98,True,True,False,0.08180778532351474,False,occasional,950,real
SheinShop5,662,3885,26,12,False,False,False,0.0065376193089272455,True,spammy,86,fake
Bob Brown,86473,63,154,72,True,False,False,0.05133331461590218,True,regular,386,real
Jane Doe1990,821,2906,50,49,False,True,False,0.018255097736119285,True,very_low,317,fake
Jack Miller8,26740,653,199,125,True,False,False,0.030075473254558706,True,regular,1021,real
NikeStore1,4097,4891,18,44,False,True,False,0.012062220637793447,True,irregular,234,fake
Member575Online,1530,650,24,17,False,False,False,0.005588744602116807,True,irregular,264,fake
John Smith2002,3864,2749,43,9,False,True,False,0.0025781626537703596,True,irregular,299,fake
Ivy Smith,89441,893,183,66,True,True,False,0.06597000615143744,False,regular,1087,real
Bob Brown15,37186,874,103,42,True,False,False,0.0460361095738414,False,regular,1453,real
David Jones,38680,612,403,98,True,False,False,0.0659286436875859,False,regular,823,real
Charlie Smith36,91326,566,452,54,True,True,False,0.09375932905748713,False,consistent,1739,real
Mary Brown2000,1923,3343,24,43,True,True,False,0.01515379033533078,False,spammy,108,fake
Alice Miller,60717,320,363,149,True,False,False,0.08697941512658729,False,regular,350,real
Charlie Taylor,38038,850,266,32,True,False,False,0.0684877534742699,False,occasional,832,real
AmazonDealsStore3,1349,4482,38,40,False,False,False,0.01945970707826256,False,irregular,43,fake
Bob Jones,15123,870,113,76,True,True,False,0.05779509455301409,False,regular,1820,real
Fiona Jones,29928,292,463,96,True,False,False,0.024385761604279788,False,regular,1544,real
Jack Wilson89,97619,740,276,21,True,False,False,0.08558015471873552,False,occasional,1461,real
Account601Suspicious,4999,2195,9,10,False,True,False,0.01983151112418862,False,irregular,93,fake
NikeShop4,3256,3599,39,1,True,False,False,0.015569966802447722,True,irregular,83,fake
Account147Suspicious,3581,3745,26,31,False,True,False,0.0023217540970878335,True,spammy,32,fake
Robert Jones2002,2234,3187,32,35,False,False,False,0.01455651366325071,True,irregular,19,fake
a4uev9o3bbl,2106,4338,50,48,False,True,False,0.014245031619239965,False,spammy,289,fake
Charlie Wilson,64209,729,338,45,True,False,False,0.020313156283215145,False,regular,1241,real
tcg60q8kgpjvn,2624,3876,42,14,False,False,False,0.01116651495223662,True,irregular,246,fake
Bob Taylor,20643,782,128,88,True,False,False,0.018091338890357956,False,regular,1585,real
George Williams46,51122,927,64,58,True,True,False,0.03725736960056648,False,regular,1756,real
AmazonDealsShop1,3616,961,28,42,True,False,False,0.016660615265638352,True,very_low,62,fake
David Davis87,12262,443,57,53,True,False,False,0.06423435432402302,False,occasional,1156,real
David Davis,97580,802,128,56,True,True,False,0.0952577413771867,False,regular,1147,real
Hannah Taylor,17782,92,369,20,True,False,True,0.06430561746037936,False,regular,455,real
Alice Anderson,75466,949,132,92,True,False,False,0.04627042733329058,False,regular,1281,real
Fan953Spam,739,3510,42,19,False,False,False,0.010295828646504532,True,spammy,313,fake
Jack Miller,47740,605,232,50,True,False,False,0.024269712775972722,False,regular,572,real
Hannah Brown22,20109,58,48,39,True,True,False,0.020757982022028262,False,regular,1149,real
John Smith2000,4490,3053,30,43,False,True,False,0.004718328906221327,False,spammy,204,fake
Ivy Moore,34587,558,429,95,True,False,False,0.025828691010332763,True,regular,1553,real
Bob Moore63,76726,437,241,44,True,False,False,0.05455737271125893,False,consistent,885,real
David Taylor,61774,761,265,100,True,True,False,0.03937646831432806,False,regular,234,real
SheinStore3,2883,1042,18,34,False,True,False,0.010034516660091516,True,spammy,17,fake
Member584Fake,3812,2187,28,26,False,False,False,0.01727398089853846,True,irregular,4,fake
AdidasShop1,652,2799,16,38,False,True,False,0.00241579516710005,True,spammy,72,fake
Eve Jones,96769,653,268,37,True,False,False,0.013894240828183618,False,regular,180,real
Eve Miller,52043,90,466,44,True,False,True,0.03858928783263628,False,consistent,1062,real
SheinDeals1,2864,2953,41,48,False,True,False,0.015762416248454564,True,spammy,172,fake
yq1zq_stjizvufz,2994,3231,5,1,False,True,False,0.0046280421146805304,True,irregular,219,fake
Hannah Anderson43,56488,202,12,61,True,False,False,0.09276758465551738,True,consistent,1210,real
Hannah Jones9,11683,533,178,55,True,False,False,0.05509088753519118,False,regular,116,real
Ivy Anderson25,54645,757,128,133,True,True,False,0.08713770705291078,False,occasional,30,real
David Jones,6311,922,233,142,True,False,False,0.014179618804903038,False,occasional,992,real
Ivy Miller,81917,715,288,125,True,False,False,0.03445885130920457,False,regular,1049,real
Eve Brown51,58120,420,426,135,True,False,False,0.04884166823330961,False,consistent,1345,real
Jane Doe1987,3793,831,1,38,False,True,False,0.010382534763283591,True,spammy,40,fake
NikeOnline2,188,1437,17,14,True,False,False,0.015044657978072742,True,very_low,148,fake
George Brown,90543,555,53,26,True,False,True,0.0708423012484114,False,occasional,515,real
Fiona Wilson,29404,575,262,56,True,False,False,0.07772055637916314,False,regular,1326,real
George Wilson,15494,608,191,50,True,False,True,0.06417292519978211,False,regular,1611,real
Fan771Suspicious,3452,4127,42,17,False,False,False,0.006586113066037153,True,very_low,227,fake
Fan496Suspicious,1518,929,43,3,False,True,False,0.00767227892183167,True,spammy,26,fake
Ivy Anderson,54188,159,72,43,True,True,False,0.04121733397451813,True,regular,165,real
David Smith31,86721,780,312,134,True,False,False,0.06342463686284601,False,regular,1159,real
Jack Miller,59863,407,451,102,True,True,False,0.0275113590510599,False,regular,1088,real
Ivy Jones,73754,41,132,45,True,False,False,0.04266422856609565,False,regular,1186,real
George Miller,66758,209,247,115,True,True,False,0.03458016142736624,False,occasional,737,real
Alice Taylor,15396,986,178,75,True,False,False,0.030346251993515726,False,occasional,715,real
TechGadgetsDeals2,473,1980,42,5,False,True,False,0.0005907564856848979,True,irregular,85,fake
Alice Davis,37477,574,154,116,True,False,False,0.03552621826308674,False,regular,809,real
FashionNovaShop4,759,4374,7,34,False,False,False,0.017999554525425794,True,very_low,24,fake
Hannah Anderson,45704,571,87,110,True,False,True,0.08493761112656362,False,regular,520,real
Bob Moore87,76513,661,295,106,True,False,False,0.07231478364788203,False,regular,1816,real
Alice Smith43,95367,832,262,143,True,True,False,0.06700601038381707,True,regular,1182,real
Charlie Williams,95755,418,376,23,True,True,False,0.05332246035255001,False,occasional,249,real
Robert Jones2003,4932,2373,26,31,False,True,False,0.014686725753030119,False,very_low,155,fake
Ivy Taylor,19203,259,376,126,True,False,False,0.011832021752372916,True,regular,1477,real
mqe00ad_7,4766,1465,14,48,False,True,False,0.014598832927964602,False,spammy,203,fake
Account807Fake,1610,2019,28,13,False,True,False,0.0027267794229861963,False,irregular,214,fake
Jack Williams,49406,610,197,81,True,False,False,0.0313906849941067,False,regular,209,real
TechGadgetsShop1,4070,536,22,24,False,True,False,0.00038191915711436545,True,spammy,180,fake
Charlie Smith,19608,883,165,79,True,False,False,0.028656668449981597,False,regular,1224,real
hqwqevaads98hzh,3068,978,23,4,False,True,False,0.012402076380196482,False,spammy,181,fake
Michael Davis1999,2899,4019,2,35,False,False,False,0.0028527955998901367,True,irregular,173,fake
Alice Miller86,95645,750,222,98,True,True,False,0.03323970801729484,False,regular,1203,real
Bob Taylor,98107,674,448,139,True,True,False,0.05259541303386188,False,occasional,1245,real
David Jones19,14545,834,255,85,True,False,True,0.08390776388552527,False,regular,1021,real
Alice Smith,36915,119,310,126,True,True,False,0.08379784925396407,False,occasional,333,real
j05g8bbaam91hb7,1388,692,50,1,True,True,False,0.00706777412142208,True,spammy,17,fake
Ivy Taylor,70152,797,347,74,True,False,False,0.01659716274081329,False,regular,1090,real
Eve Jones,45541,385,383,94,True,False,False,0.08143359220399493,False,regular,1087,real
David Moore,11128,167,351,41,True,False,False,0.0970503021180636,False,consistent,118,real
George Davis83,22491,948,230,60,True,False,False,0.05058669064779282,False,regular,193,real
John Smith1985,189,1705,33,45,False,True,False,0.005645310868326945,False,irregular,115,fake
Hannah Williams,23828,20,421,79,True,False,True,0.05561956662043237,True,regular,1253,real
56f026s5z67zm,51,4143,36,18,False,True,False,0.01650656206610683,True,spammy,71,fake
Charlie Wilson,7760,809,374,92,True,True,False,0.048594580406021014,False,regular,301,real
Charlie Wilson,59480,354,118,65,True,False,True,0.06870546049279028,False,regular,1677,real
Eve Jones,19618,800,25,75,True,False,True,0.03689378379525546,False,regular,1594,real
Account982Fake,3301,3837,24,4,False,False,False,0.017285577715142914,True,very_low,363,fake
Bob Davis,56711,941,322,109,True,False,False,0.04974717570127869,False,occasional,853,real
AmazonDealsShop4,4015,4517,14,34,True,True,False,0.01732287219849236,True,irregular,113,fake
David Anderson,94833,535,408,48,True,False,False,0.09273707304743715,False,occasional,1398,real
NikeDeals5,1819,4084,32,31,False,False,False,0.0168275508570398,False,spammy,183,fake
Michael Davis1992,2119,4400,20,14,False,True,False,0.007268579826516419,True,irregular,43,fake
Jack Taylor64,26141,75,282,117,True,True,True,0.021168835051413322,False,consistent,1396,real
Fiona Jones,25462,353,47,118,True,False,False,0.06871705126479553,False,occasional,1705,real
Mary Brown1994,2033,2725,11,20,True,False,False,0.004624066454602911,False,very_low,6,fake
David Williams,97187,153,341,87,True,False,False,0.017854090474698308,False,regular,596,real
Eve Anderson,86848,92,72,79,True,False,False,0.028804602086673937,False,regular,845,real
Michael Davis1981,3795,4877,11,5,False,True,False,0.019082766339702077,True,spammy,241,fake
1eu_hmaclsoi,1753,4048,9,49,False,True,False,0.0025810454705417142,False,spammy,115,fake
